Bank,Category,Metric,Unit,Year,Value
Prime Bank PLC,ASSET QUALITY,Provision Coverage %,%,2024,119
Prime Bank PLC,ASSET QUALITY,Provision Coverage %,%,2023,150
Prime Bank PLC,ASSET QUALITY,Provision Coverage %,%,2022,140
Prime Bank PLC,ASSET QUALITY,Provision Coverage %,%,2021,109
Prime Bank PLC,ASSET QUALITY,Provision Coverage %,%,2020,151
Prime Bank PLC,ASSET QUALITY,Provision Coverage %,%,2019,103
Prime Bank PLC,ASSET QUALITY,Provision Coverage %,%,2018,65
Prime Bank PLC,ASSET QUALITY,Provision Coverage %,%,2017,83
Prime Bank PLC,ASSET QUALITY,Provision Coverage %,%,2016,33.53
Prime Bank PLC,ASSET QUALITY,Provision Coverage %,%,2015,44.83
Prime Bank PLC,CAPITAL & EFFICIENCY,CRAR % (Group),%,2025,18.07
Prime Bank PLC,CAPITAL & EFFICIENCY,CRAR % (Group),%,2024,17.37
Prime Bank PLC,CAPITAL & EFFICIENCY,CRAR % (Group),%,2023,17.59
Prime Bank PLC,CAPITAL & EFFICIENCY,CRAR % (Group),%,2022,16.78
Prime Bank PLC,CAPITAL & EFFICIENCY,CRAR % (Group),%,2021,17.17
Prime Bank PLC,CAPITAL & EFFICIENCY,CRAR % (Group),%,2020,17.28
Prime Bank PLC,CAPITAL & EFFICIENCY,CRAR % (Group),%,2019,17.42
Prime Bank PLC,CAPITAL & EFFICIENCY,CRAR % (Group),%,2018,17.04
Prime Bank PLC,CAPITAL & EFFICIENCY,CRAR % (Group),%,2017,14.01
Prime Bank PLC,CAPITAL & EFFICIENCY,CRAR % (Group),%,2016,12.3
Prime Bank PLC,CAPITAL & EFFICIENCY,CRAR % (Group),%,2015,12.69
Prime Bank PLC,CAPITAL & EFFICIENCY,Cost-to-Income Ratio % (Group),%,2025,44.23
Prime Bank PLC,CAPITAL & EFFICIENCY,Cost-to-Income Ratio % (Group),%,2024,40.15
Prime Bank PLC,CAPITAL & EFFICIENCY,Cost-to-Income Ratio % (Group),%,2023,47.12
Prime Bank PLC,CAPITAL & EFFICIENCY,Cost-to-Income Ratio % (Group),%,2022,46.99
Prime Bank PLC,CAPITAL & EFFICIENCY,Cost-to-Income Ratio % (Group),%,2021,45.24
Prime Bank PLC,CAPITAL & EFFICIENCY,Cost-to-Income Ratio % (Group),%,2020,54.88
Prime Bank PLC,CAPITAL & EFFICIENCY,Cost-to-Income Ratio % (Group),%,2019,50.82
Prime Bank PLC,CAPITAL & EFFICIENCY,Cost-to-Income Ratio % (Group),%,2018,55.66
Prime Bank PLC,CAPITAL & EFFICIENCY,Cost-to-Income Ratio % (Group),%,2017,55.98
Prime Bank PLC,CAPITAL & EFFICIENCY,Cost-to-Income Ratio % (Group),%,2016,53.75
Prime Bank PLC,CAPITAL & EFFICIENCY,Cost-to-Income Ratio % (Group),%,2015,51.71
Prime Bank PLC,DERIVED METRICS,Estimated NPL amount,Tk mn,2025,9631
Prime Bank PLC,DERIVED METRICS,Estimated NPL amount,Tk mn,2024,14489
Prime Bank PLC,DERIVED METRICS,Estimated NPL amount,Tk mn,2023,11168
Prime Bank PLC,DERIVED METRICS,Estimated NPL amount,Tk mn,2022,10132
Prime Bank PLC,DERIVED METRICS,Estimated NPL amount,Tk mn,2021,12713
Prime Bank PLC,DERIVED METRICS,Estimated NPL amount,Tk mn,2020,8034
Prime Bank PLC,DERIVED METRICS,Estimated NPL amount,Tk mn,2019,9966
Prime Bank PLC,DERIVED METRICS,Estimated NPL amount,Tk mn,2018,12686
Prime Bank PLC,DERIVED METRICS,Estimated NPL amount,Tk mn,2017,10799
Prime Bank PLC,DERIVED METRICS,Estimated NPL amount,Tk mn,2016,10139.48
Prime Bank PLC,DERIVED METRICS,Estimated NPL amount,Tk mn,2015,11882.8
Prime Bank PLC,DERIVED METRICS,NPL / Total Assets %,%,2025,1.48
Prime Bank PLC,DERIVED METRICS,NPL / Total Assets %,%,2024,2.64
Prime Bank PLC,DERIVED METRICS,NPL / Total Assets %,%,2023,2.37
Prime Bank PLC,DERIVED METRICS,NPL / Total Assets %,%,2022,2.35
Prime Bank PLC,DERIVED METRICS,NPL / Total Assets %,%,2021,3.28
Prime Bank PLC,DERIVED METRICS,NPL / Total Assets %,%,2020,2.32
Prime Bank PLC,DERIVED METRICS,NPL / Total Assets %,%,2019,3.08
Prime Bank PLC,DERIVED METRICS,NPL / Total Assets %,%,2018,4.29
Prime Bank PLC,DERIVED METRICS,NPL / Total Assets %,%,2017,3.84
Prime Bank PLC,DERIVED METRICS,NPL / Total Assets %,%,2016,3.95
Prime Bank PLC,DERIVED METRICS,NPL / Total Assets %,%,2015,4.71
Prime Bank PLC,DERIVED METRICS,YoY NPAT growth %,%,2025,19.58
Prime Bank PLC,DERIVED METRICS,YoY NPAT growth %,%,2024,53.9
Prime Bank PLC,DERIVED METRICS,YoY NPAT growth %,%,2023,20.29
Prime Bank PLC,DERIVED METRICS,YoY NPAT growth %,%,2022,29.28
Prime Bank PLC,DERIVED METRICS,YoY NPAT growth %,%,2021,73.12
Prime Bank PLC,DERIVED METRICS,YoY NPAT growth %,%,2020,n/a
Prime Bank PLC,DERIVED METRICS,YoY NPAT growth %,%,2019,-24.21
Prime Bank PLC,DERIVED METRICS,YoY NPAT growth %,%,2018,75.16
Prime Bank PLC,DERIVED METRICS,YoY NPAT growth %,%,2017,-11.21
Prime Bank PLC,DERIVED METRICS,YoY NPAT growth %,%,2016,2.62
Prime Bank PLC,DERIVED METRICS,YoY NPAT growth %,%,2015,N/A
Prime Bank PLC,DERIVED METRICS,YoY Equity growth %,%,2025,18.9
Prime Bank PLC,DERIVED METRICS,YoY Equity growth %,%,2024,16.08
Prime Bank PLC,DERIVED METRICS,YoY Equity growth %,%,2023,8.91
Prime Bank PLC,DERIVED METRICS,YoY Equity growth %,%,2022,8.76
Prime Bank PLC,DERIVED METRICS,YoY Equity growth %,%,2021,4.12
Prime Bank PLC,DERIVED METRICS,YoY Equity growth %,%,2020,n/a
Prime Bank PLC,DERIVED METRICS,YoY Equity growth %,%,2019,0.92
Prime Bank PLC,DERIVED METRICS,YoY Equity growth %,%,2018,12.02
Prime Bank PLC,DERIVED METRICS,YoY Equity growth %,%,2017,1.64
Prime Bank PLC,DERIVED METRICS,YoY Equity growth %,%,2016,-4.28
Prime Bank PLC,DERIVED METRICS,YoY Equity growth %,%,2015,N/A
Mercantile Bank Ltd,BALANCE SHEET (BDT million),Total Assets,Tk mn,2025,477887.53
Mercantile Bank Ltd,BALANCE SHEET (BDT million),Total Assets,Tk mn,2024,444690.3
Mercantile Bank Ltd,BALANCE SHEET (BDT million),Total Assets,Tk mn,2023,402173.04
Mercantile Bank Ltd,BALANCE SHEET (BDT million),Total Assets,Tk mn,2022,382328.47
Mercantile Bank Ltd,BALANCE SHEET (BDT million),Total Assets,Tk mn,2021,359411.36
Mercantile Bank Ltd,BALANCE SHEET (BDT million),Total Assets,Tk mn,2020,330785.56
Mercantile Bank Ltd,BALANCE SHEET (BDT million),Total Assets,Tk mn,2019,316363.47
Mercantile Bank Ltd,BALANCE SHEET (BDT million),Total Assets,Tk mn,2018,291385.64
Mercantile Bank Ltd,BALANCE SHEET (BDT million),Total Assets,Tk mn,2017,260169.93
Mercantile Bank Ltd,BALANCE SHEET (BDT million),Total Assets,Tk mn,2016,204127.47
Mercantile Bank Ltd,BALANCE SHEET (BDT million),Total Assets,Tk mn,2015,182800.17
Mercantile Bank Ltd,BALANCE SHEET (BDT million),Loans & Advances,Tk mn,2025,285935.57
Mercantile Bank Ltd,BALANCE SHEET (BDT million),Loans & Advances,Tk mn,2024,300025.11
Mercantile Bank Ltd,BALANCE SHEET (BDT million),Loans & Advances,Tk mn,2023,284830.98
Mercantile Bank Ltd,BALANCE SHEET (BDT million),Loans & Advances,Tk mn,2022,280890.53
Mercantile Bank Ltd,BALANCE SHEET (BDT million),Loans & Advances,Tk mn,2021,266766.89
Mercantile Bank Ltd,BALANCE SHEET (BDT million),Loans & Advances,Tk mn,2020,248994.39
Mercantile Bank Ltd,BALANCE SHEET (BDT million),Loans & Advances,Tk mn,2019,236890.45
Mercantile Bank Ltd,BALANCE SHEET (BDT million),Loans & Advances,Tk mn,2018,224230.61
Mercantile Bank Ltd,BALANCE SHEET (BDT million),Loans & Advances,Tk mn,2017,199660.72
Mercantile Bank Ltd,BALANCE SHEET (BDT million),Loans & Advances,Tk mn,2016,150912.52
Mercantile Bank Ltd,BALANCE SHEET (BDT million),Loans & Advances,Tk mn,2015,126338.83
Mercantile Bank Ltd,BALANCE SHEET (BDT million),Total Deposits,Tk mn,2025,394682.05
Mercantile Bank Ltd,BALANCE SHEET (BDT million),Total Deposits,Tk mn,2024,355121.12
Mercantile Bank Ltd,BALANCE SHEET (BDT million),Total Deposits,Tk mn,2023,317227.09
Mercantile Bank Ltd,BALANCE SHEET (BDT million),Total Deposits,Tk mn,2022,294060
Mercantile Bank Ltd,BALANCE SHEET (BDT million),Total Deposits,Tk mn,2021,274905.61
Mercantile Bank Ltd,BALANCE SHEET (BDT million),Total Deposits,Tk mn,2020,252817.4
Mercantile Bank Ltd,BALANCE SHEET (BDT million),Total Deposits,Tk mn,2019,262961.05
Mercantile Bank Ltd,BALANCE SHEET (BDT million),Total Deposits,Tk mn,2018,243643.42
Mercantile Bank Ltd,BALANCE SHEET (BDT million),Total Deposits,Tk mn,2017,220516.63
Mercantile Bank Ltd,BALANCE SHEET (BDT million),Total Deposits,Tk mn,2016,165257.45
Mercantile Bank Ltd,BALANCE SHEET (BDT million),Total Deposits,Tk mn,2015,154869.52
Mercantile Bank Ltd,BALANCE SHEET (BDT million),Shareholders' Equity,Tk mn,2025,26465.41
Mercantile Bank Ltd,BALANCE SHEET (BDT million),Shareholders' Equity,Tk mn,2024,25810.06
Mercantile Bank Ltd,BALANCE SHEET (BDT million),Shareholders' Equity,Tk mn,2023,25984.47
Mercantile Bank Ltd,BALANCE SHEET (BDT million),Shareholders' Equity,Tk mn,2022,25275.15
Mercantile Bank Ltd,BALANCE SHEET (BDT million),Shareholders' Equity,Tk mn,2021,24403.9
Mercantile Bank Ltd,BALANCE SHEET (BDT million),Shareholders' Equity,Tk mn,2020,22101.78
Mercantile Bank Ltd,BALANCE SHEET (BDT million),Shareholders' Equity,Tk mn,2019,20908.29
Mercantile Bank Ltd,BALANCE SHEET (BDT million),Shareholders' Equity,Tk mn,2018,18683.55
Mercantile Bank Ltd,BALANCE SHEET (BDT million),Shareholders' Equity,Tk mn,2017,17584.02
Mercantile Bank Ltd,BALANCE SHEET (BDT million),Shareholders' Equity,Tk mn,2016,16809.61
Mercantile Bank Ltd,BALANCE SHEET (BDT million),Shareholders' Equity,Tk mn,2015,15513.73
Mercantile Bank Ltd,INCOME STATEMENT (BDT million),Net Interest Income,Tk mn,2025,9546.99
Mercantile Bank Ltd,INCOME STATEMENT (BDT million),Net Interest Income,Tk mn,2024,7904.06
Mercantile Bank Ltd,INCOME STATEMENT (BDT million),Net Interest Income,Tk mn,2023,7413.24
Mercantile Bank Ltd,INCOME STATEMENT (BDT million),Net Interest Income,Tk mn,2022,8628.54
Mercantile Bank Ltd,INCOME STATEMENT (BDT million),Net Interest Income,Tk mn,2021,8895.23
Mercantile Bank Ltd,INCOME STATEMENT (BDT million),Net Interest Income,Tk mn,2020,6616.23
Mercantile Bank Ltd,INCOME STATEMENT (BDT million),Net Interest Income,Tk mn,2019,8600.64
Mercantile Bank Ltd,INCOME STATEMENT (BDT million),Net Interest Income,Tk mn,2018,7482.8
Mercantile Bank Ltd,INCOME STATEMENT (BDT million),Net Interest Income,Tk mn,2017,6203.98
Mercantile Bank Ltd,INCOME STATEMENT (BDT million),Net Interest Income,Tk mn,2016,3157.72
Mercantile Bank Ltd,INCOME STATEMENT (BDT million),Net Interest Income,Tk mn,2015,2304.15
Mercantile Bank Ltd,INCOME STATEMENT (BDT million),Non-Interest Income,Tk mn,2025,4347.58
Mercantile Bank Ltd,INCOME STATEMENT (BDT million),Non-Interest Income,Tk mn,2024,6202.27
Mercantile Bank Ltd,INCOME STATEMENT (BDT million),Non-Interest Income,Tk mn,2023,6336.05
Mercantile Bank Ltd,INCOME STATEMENT (BDT million),Non-Interest Income,Tk mn,2022,6729.1
Mercantile Bank Ltd,INCOME STATEMENT (BDT million),Non-Interest Income,Tk mn,2021,4482.98
Mercantile Bank Ltd,INCOME STATEMENT (BDT million),Non-Interest Income,Tk mn,2020,3927.34
Mercantile Bank Ltd,INCOME STATEMENT (BDT million),Non-Interest Income,Tk mn,2019,4575.36
Mercantile Bank Ltd,INCOME STATEMENT (BDT million),Non-Interest Income,Tk mn,2018,4357.71
Mercantile Bank Ltd,INCOME STATEMENT (BDT million),Non-Interest Income,Tk mn,2017,5650.33
Mercantile Bank Ltd,INCOME STATEMENT (BDT million),Non-Interest Income,Tk mn,2016,6931.26
Mercantile Bank Ltd,INCOME STATEMENT (BDT million),Non-Interest Income,Tk mn,2015,5639.87
Mercantile Bank Ltd,INCOME STATEMENT (BDT million),Net Profit After Tax,Tk mn,2025,1199.87
Mercantile Bank Ltd,INCOME STATEMENT (BDT million),Net Profit After Tax,Tk mn,2024,631.22
Mercantile Bank Ltd,INCOME STATEMENT (BDT million),Net Profit After Tax,Tk mn,2023,2028.61
Mercantile Bank Ltd,INCOME STATEMENT (BDT million),Net Profit After Tax,Tk mn,2022,2202.58
Mercantile Bank Ltd,INCOME STATEMENT (BDT million),Net Profit After Tax,Tk mn,2021,3418.62
Mercantile Bank Ltd,INCOME STATEMENT (BDT million),Net Profit After Tax,Tk mn,2020,2161.32
Mercantile Bank Ltd,INCOME STATEMENT (BDT million),Net Profit After Tax,Tk mn,2019,2175.49
Mercantile Bank Ltd,INCOME STATEMENT (BDT million),Net Profit After Tax,Tk mn,2018,3000.95
Mercantile Bank Ltd,INCOME STATEMENT (BDT million),Net Profit After Tax,Tk mn,2017,3017.73
Mercantile Bank Ltd,INCOME STATEMENT (BDT million),Net Profit After Tax,Tk mn,2016,2227.36
Mercantile Bank Ltd,INCOME STATEMENT (BDT million),Net Profit After Tax,Tk mn,2015,1393.29
Mercantile Bank Ltd,PER-SHARE & PROFITABILITY,EPS,BDT,2025,1.08
Mercantile Bank Ltd,PER-SHARE & PROFITABILITY,EPS,BDT,2024,0.57
Mercantile Bank Ltd,PER-SHARE & PROFITABILITY,EPS,BDT,2023,1.83
Mercantile Bank Ltd,PER-SHARE & PROFITABILITY,EPS,BDT,2022,1.99
Mercantile Bank Ltd,PER-SHARE & PROFITABILITY,EPS,BDT,2021,3.31
Mercantile Bank Ltd,PER-SHARE & PROFITABILITY,EPS,BDT,2020,2.2
Mercantile Bank Ltd,PER-SHARE & PROFITABILITY,EPS,BDT,2019,2.32
Mercantile Bank Ltd,PER-SHARE & PROFITABILITY,EPS,BDT,2018,3.68
Mercantile Bank Ltd,PER-SHARE & PROFITABILITY,EPS,BDT,2017,3.7
Mercantile Bank Ltd,PER-SHARE & PROFITABILITY,EPS,BDT,2016,3.01
Mercantile Bank Ltd,PER-SHARE & PROFITABILITY,EPS,BDT,2015,1.88
Mercantile Bank Ltd,PER-SHARE & PROFITABILITY,ROA %,%,2025,0.0026
Mercantile Bank Ltd,PER-SHARE & PROFITABILITY,ROA %,%,2024,0.0015
Mercantile Bank Ltd,PER-SHARE & PROFITABILITY,ROA %,%,2023,0.0052
Mercantile Bank Ltd,PER-SHARE & PROFITABILITY,ROA %,%,2022,0.0059
Mercantile Bank Ltd,PER-SHARE & PROFITABILITY,ROA %,%,2021,0.0099
Mercantile Bank Ltd,PER-SHARE & PROFITABILITY,ROA %,%,2020,0.0073
Mercantile Bank Ltd,PER-SHARE & PROFITABILITY,ROA %,%,2019,0.0078
Mercantile Bank Ltd,PER-SHARE & PROFITABILITY,ROA %,%,2018,0.0109
Mercantile Bank Ltd,PER-SHARE & PROFITABILITY,ROA %,%,2017,0.013
Mercantile Bank Ltd,PER-SHARE & PROFITABILITY,ROA %,%,2016,0.0115
Mercantile Bank Ltd,PER-SHARE & PROFITABILITY,ROA %,%,2015,0.0079
Mercantile Bank Ltd,PER-SHARE & PROFITABILITY,ROE %,%,2025,0.0459
Mercantile Bank Ltd,PER-SHARE & PROFITABILITY,ROE %,%,2024,0.0244
Mercantile Bank Ltd,PER-SHARE & PROFITABILITY,ROE %,%,2023,0.0792
Mercantile Bank Ltd,PER-SHARE & PROFITABILITY,ROE %,%,2022,0.0887
Mercantile Bank Ltd,PER-SHARE & PROFITABILITY,ROE %,%,2021,0.147
Mercantile Bank Ltd,PER-SHARE & PROFITABILITY,ROE %,%,2020,0.1005
Mercantile Bank Ltd,PER-SHARE & PROFITABILITY,ROE %,%,2019,0.1099
Mercantile Bank Ltd,PER-SHARE & PROFITABILITY,ROE %,%,2018,0.1655
Mercantile Bank Ltd,PER-SHARE & PROFITABILITY,ROE %,%,2017,0.1755
Mercantile Bank Ltd,PER-SHARE & PROFITABILITY,ROE %,%,2016,0.1378
Mercantile Bank Ltd,PER-SHARE & PROFITABILITY,ROE %,%,2015,0.096
Mercantile Bank Ltd,ASSET QUALITY,Loan-Deposit Ratio %,%,2025,0.7289
Mercantile Bank Ltd,ASSET QUALITY,Loan-Deposit Ratio %,%,2024,0.8253
Mercantile Bank Ltd,ASSET QUALITY,Loan-Deposit Ratio %,%,2023,0.8557
Mercantile Bank Ltd,ASSET QUALITY,Loan-Deposit Ratio %,%,2022,0.8682
Mercantile Bank Ltd,ASSET QUALITY,Loan-Deposit Ratio %,%,2021,0.8598
Mercantile Bank Ltd,ASSET QUALITY,Loan-Deposit Ratio %,%,2020,0.843
Mercantile Bank Ltd,ASSET QUALITY,Loan-Deposit Ratio %,%,2019,0.841
Mercantile Bank Ltd,ASSET QUALITY,Loan-Deposit Ratio %,%,2018,0.863
Mercantile Bank Ltd,ASSET QUALITY,Loan-Deposit Ratio %,%,2017,0.8425
Mercantile Bank Ltd,ASSET QUALITY,Loan-Deposit Ratio %,%,2016,0.9132
Mercantile Bank Ltd,ASSET QUALITY,Loan-Deposit Ratio %,%,2015,0.8158
Mercantile Bank Ltd,ASSET QUALITY,NPL % (gross),%,2025,0.1519
Mercantile Bank Ltd,ASSET QUALITY,NPL % (gross),%,2024,0.1725
Mercantile Bank Ltd,ASSET QUALITY,NPL % (gross),%,2023,0.0608
Mercantile Bank Ltd,ASSET QUALITY,NPL % (gross),%,2022,0.0709
Mercantile Bank Ltd,ASSET QUALITY,NPL % (gross),%,2021,0.0454
Mercantile Bank Ltd,ASSET QUALITY,NPL % (gross),%,2020,0.0472
Mercantile Bank Ltd,ASSET QUALITY,NPL % (gross),%,2019,0.0486
Mercantile Bank Ltd,ASSET QUALITY,NPL % (gross),%,2018,0.0482
Mercantile Bank Ltd,ASSET QUALITY,NPL % (gross),%,2017,0.0379
Mercantile Bank Ltd,ASSET QUALITY,NPL % (gross),%,2016,0.0513
Mercantile Bank Ltd,ASSET QUALITY,NPL % (gross),%,2015,0.0495
Mercantile Bank Ltd,ASSET QUALITY,Provision Coverage %,%,2025,0.1487
Mercantile Bank Ltd,ASSET QUALITY,Provision Coverage %,%,2024,0.2212
Mercantile Bank Ltd,ASSET QUALITY,Provision Coverage %,%,2023,0.3696
Mercantile Bank Ltd,ASSET QUALITY,Provision Coverage %,%,2022,0.4046
Mercantile Bank Ltd,ASSET QUALITY,Provision Coverage %,%,2021,0.4236
Mercantile Bank Ltd,ASSET QUALITY,Provision Coverage %,%,2020,0.4155
Mercantile Bank Ltd,ASSET QUALITY,Provision Coverage %,%,2019,0.393
Mercantile Bank Ltd,ASSET QUALITY,Provision Coverage %,%,2018,0.441
Mercantile Bank Ltd,ASSET QUALITY,Provision Coverage %,%,2017,0.5244
Mercantile Bank Ltd,ASSET QUALITY,Provision Coverage %,%,2016,0.9081
Mercantile Bank Ltd,ASSET QUALITY,Provision Coverage %,%,2015,1.0007
Mercantile Bank Ltd,CAPITAL & EFFICIENCY,CRAR % (Group),%,2025,0.1252
Mercantile Bank Ltd,CAPITAL & EFFICIENCY,CRAR % (Group),%,2024,0.1307
Mercantile Bank Ltd,CAPITAL & EFFICIENCY,CRAR % (Group),%,2023,0.1479
Mercantile Bank Ltd,CAPITAL & EFFICIENCY,CRAR % (Group),%,2022,0.1435
Mercantile Bank Ltd,CAPITAL & EFFICIENCY,CRAR % (Group),%,2021,0.1409
Mercantile Bank Ltd,CAPITAL & EFFICIENCY,CRAR % (Group),%,2020,0.1361
Mercantile Bank Ltd,CAPITAL & EFFICIENCY,CRAR % (Group),%,2019,0.1392
Mercantile Bank Ltd,CAPITAL & EFFICIENCY,CRAR % (Group),%,2018,0.1328
Mercantile Bank Ltd,CAPITAL & EFFICIENCY,CRAR % (Group),%,2017,0.1193
Mercantile Bank Ltd,CAPITAL & EFFICIENCY,CRAR % (Group),%,2016,0.1303
Mercantile Bank Ltd,CAPITAL & EFFICIENCY,CRAR % (Group),%,2015,0.1187
Mercantile Bank Ltd,CAPITAL & EFFICIENCY,Cost-to-Income Ratio % (Group),%,2025,0.5813
Mercantile Bank Ltd,CAPITAL & EFFICIENCY,Cost-to-Income Ratio % (Group),%,2024,0.6006
Mercantile Bank Ltd,CAPITAL & EFFICIENCY,Cost-to-Income Ratio % (Group),%,2023,0.6065
Mercantile Bank Ltd,CAPITAL & EFFICIENCY,Cost-to-Income Ratio % (Group),%,2022,0.5352
Mercantile Bank Ltd,CAPITAL & EFFICIENCY,Cost-to-Income Ratio % (Group),%,2021,0.5431
Mercantile Bank Ltd,CAPITAL & EFFICIENCY,Cost-to-Income Ratio % (Group),%,2020,0.6256
Mercantile Bank Ltd,CAPITAL & EFFICIENCY,Cost-to-Income Ratio % (Group),%,2019,0.4417
Mercantile Bank Ltd,CAPITAL & EFFICIENCY,Cost-to-Income Ratio % (Group),%,2018,0.4641
Mercantile Bank Ltd,CAPITAL & EFFICIENCY,Cost-to-Income Ratio % (Group),%,2017,0.4457
Mercantile Bank Ltd,CAPITAL & EFFICIENCY,Cost-to-Income Ratio % (Group),%,2016,0.5603
Mercantile Bank Ltd,CAPITAL & EFFICIENCY,Cost-to-Income Ratio % (Group),%,2015,0.5046
Mercantile Bank Ltd,DERIVED METRICS,Estimated NPL amount,Tk mn,2025,43420.65
Mercantile Bank Ltd,DERIVED METRICS,Estimated NPL amount,Tk mn,2024,51761.7
Mercantile Bank Ltd,DERIVED METRICS,Estimated NPL amount,Tk mn,2023,17313.35
Mercantile Bank Ltd,DERIVED METRICS,Estimated NPL amount,Tk mn,2022,19928.63
Mercantile Bank Ltd,DERIVED METRICS,Estimated NPL amount,Tk mn,2021,12112.51
Mercantile Bank Ltd,DERIVED METRICS,Estimated NPL amount,Tk mn,2020,11751.16
Mercantile Bank Ltd,DERIVED METRICS,Estimated NPL amount,Tk mn,2019,11502.61
Mercantile Bank Ltd,DERIVED METRICS,Estimated NPL amount,Tk mn,2018,10802.43
Mercantile Bank Ltd,DERIVED METRICS,Estimated NPL amount,Tk mn,2017,7564.72
Mercantile Bank Ltd,DERIVED METRICS,Estimated NPL amount,Tk mn,2016,7745.88
Mercantile Bank Ltd,DERIVED METRICS,Estimated NPL amount,Tk mn,2015,6250.77
Mercantile Bank Ltd,DERIVED METRICS,NPL / Total Assets %,%,2025,0.0909
Mercantile Bank Ltd,DERIVED METRICS,NPL / Total Assets %,%,2024,0.1164
Mercantile Bank Ltd,DERIVED METRICS,NPL / Total Assets %,%,2023,0.0431
Mercantile Bank Ltd,DERIVED METRICS,NPL / Total Assets %,%,2022,0.0521
Mercantile Bank Ltd,DERIVED METRICS,NPL / Total Assets %,%,2021,0.0337
Mercantile Bank Ltd,DERIVED METRICS,NPL / Total Assets %,%,2020,0.0355
Mercantile Bank Ltd,DERIVED METRICS,NPL / Total Assets %,%,2019,0.0364
Mercantile Bank Ltd,DERIVED METRICS,NPL / Total Assets %,%,2018,0.0371
Mercantile Bank Ltd,DERIVED METRICS,NPL / Total Assets %,%,2017,0.0291
Mercantile Bank Ltd,DERIVED METRICS,NPL / Total Assets %,%,2016,0.0379
Mercantile Bank Ltd,DERIVED METRICS,NPL / Total Assets %,%,2015,0.0342
Mercantile Bank Ltd,DERIVED METRICS,YoY NPAT growth %,%,2025,0.9009
Mercantile Bank Ltd,DERIVED METRICS,YoY NPAT growth %,%,2024,-0.6888
Mercantile Bank Ltd,DERIVED METRICS,YoY NPAT growth %,%,2023,-0.079
Mercantile Bank Ltd,DERIVED METRICS,YoY NPAT growth %,%,2022,-0.3557
Mercantile Bank Ltd,DERIVED METRICS,YoY NPAT growth %,%,2021,0.5818
Mercantile Bank Ltd,DERIVED METRICS,YoY NPAT growth %,%,2020,-0.0065
Mercantile Bank Ltd,DERIVED METRICS,YoY NPAT growth %,%,2019,-0.2751
Mercantile Bank Ltd,DERIVED METRICS,YoY NPAT growth %,%,2018,-0.0056
Mercantile Bank Ltd,DERIVED METRICS,YoY NPAT growth %,%,2017,N/A
Mercantile Bank Ltd,DERIVED METRICS,YoY NPAT growth %,%,2016,0.5987
Mercantile Bank Ltd,DERIVED METRICS,YoY NPAT growth %,%,2015,0.1723
Mercantile Bank Ltd,DERIVED METRICS,YoY Equity growth %,%,2025,0.0254
Mercantile Bank Ltd,DERIVED METRICS,YoY Equity growth %,%,2024,-0.0067
Mercantile Bank Ltd,DERIVED METRICS,YoY Equity growth %,%,2023,0.0281
Mercantile Bank Ltd,DERIVED METRICS,YoY Equity growth %,%,2022,0.0357
Mercantile Bank Ltd,DERIVED METRICS,YoY Equity growth %,%,2021,0.1042
Mercantile Bank Ltd,DERIVED METRICS,YoY Equity growth %,%,2020,0.0571
Mercantile Bank Ltd,DERIVED METRICS,YoY Equity growth %,%,2019,0.1191
Mercantile Bank Ltd,DERIVED METRICS,YoY Equity growth %,%,2018,0.0625
Mercantile Bank Ltd,DERIVED METRICS,YoY Equity growth %,%,2017,N/A
Mercantile Bank Ltd,DERIVED METRICS,YoY Equity growth %,%,2016,0.0835
Mercantile Bank Ltd,DERIVED METRICS,YoY Equity growth %,%,2015,0.1475
Southeast Bank PLC,BALANCE SHEET (BDT million),Total Assets,Tk mn,2025,554424.56
Southeast Bank PLC,BALANCE SHEET (BDT million),Total Assets,Tk mn,2024,545858.6
Southeast Bank PLC,BALANCE SHEET (BDT million),Total Assets,Tk mn,2023,510864.24
Southeast Bank PLC,BALANCE SHEET (BDT million),Total Assets,Tk mn,2022,493092.84
Southeast Bank PLC,BALANCE SHEET (BDT million),Total Assets,Tk mn,2021,495841.96
Southeast Bank PLC,BALANCE SHEET (BDT million),Total Assets,Tk mn,2020,465293.41
Southeast Bank PLC,BALANCE SHEET (BDT million),Total Assets,Tk mn,2019,422312.71
Southeast Bank PLC,BALANCE SHEET (BDT million),Total Assets,Tk mn,2018,381575.68
Southeast Bank PLC,BALANCE SHEET (BDT million),Total Assets,Tk mn,2017,339288.05
Southeast Bank PLC,BALANCE SHEET (BDT million),Total Assets,Tk mn,2016,291798.01
Southeast Bank PLC,BALANCE SHEET (BDT million),Total Assets,Tk mn,2015,260718.03
Southeast Bank PLC,BALANCE SHEET (BDT million),Loans & Advances,Tk mn,2025,377258.69
Southeast Bank PLC,BALANCE SHEET (BDT million),Loans & Advances,Tk mn,2024,372907.25
Southeast Bank PLC,BALANCE SHEET (BDT million),Loans & Advances,Tk mn,2023,354353.23
Southeast Bank PLC,BALANCE SHEET (BDT million),Loans & Advances,Tk mn,2022,347743.59
Southeast Bank PLC,BALANCE SHEET (BDT million),Loans & Advances,Tk mn,2021,336329.37
Southeast Bank PLC,BALANCE SHEET (BDT million),Loans & Advances,Tk mn,2020,322251.46
Southeast Bank PLC,BALANCE SHEET (BDT million),Loans & Advances,Tk mn,2019,296752.96
